RANK,ID,CitationCount,CiteScore,SJR
357,16129,37,0.16,0.146
209,16129,37,0.16,0.146
56,16374,17,0.16,0.129
61,16374,17,0.16,0.129
217,16379,172,0.16,0.146
150,16400154730,6,0.16,0.145
146,16400154730,6,0.16,0.145
431,16400154730,6,0.16,0.145
302,16400154730,6,0.16,0.145
340,16400154730,6,0.16,0.145
431,16400154744,13,0.16,0.102
119,16400154744,13,0.16,0.102
122,16400154744,13,0.16,0.102
150,16400154745,6,0.16,0.128
302,16400154745,6,0.16,0.128
340,16400154745,6,0.16,0.128
146,16800154741,8,0.16,0.108
1702,17007,30,0.16,0.114
255,17100154706,5,0.16,0.143
471,17100154706,5,0.16,0.143
309,17100154706,5,0.16,0.143
195,17100154706,5,0.16,0.143
752,17681,9,0.16,0.127
14,18029,10,0.16,0.157
104,18029,10,0.16,0.157
60,18234,33,0.16,0.173
136,18234,33,0.16,0.173
1702,18364,24,0.16,0.134
357,18401,74,0.16,0.209
443,18401,74,0.16,0.209
290,18401,74,0.16,0.209
372,18401,74,0.16,0.209
217,18800156701,254,0.16,0.217
357,18800156701,254,0.16,0.217
305,18800156701,254,0.16,0.217
431,18800156723,10,0.16,0.104
314,18800156723,10,0.16,0.104
752,18800156723,10,0.16,0.104
471,18800156723,10,0.16,0.104
7,18821,29,0.16,0.151
122,18955,26,0.16,0.215
1702,19121,70,0.16,0.136
344,19200156903,13,0.16,0.171
506,19200156903,13,0.16,0.171
1702,19338,55,0.16,0.126
84,19338,55,0.16,0.126
120,19400157277,510,0.16,-
172,19400157277,510,0.16,-
1702,19600157021,52,0.16,0.136
431,19600157368,7,0.16,0.157
471,19600157368,7,0.16,0.157
431,19641,15,0.16,0.124
1702,19655,117,0.16,0.135
140,19700166523,10,0.16,0.137
225,19700166523,10,0.16,0.137
207,19700166604,21,0.16,0.154
344,19700166604,21,0.16,0.154
62,19700166604,21,0.16,0.154
150,19700170139,7,0.16,0.111
1702,19700174807,27,0.16,0.129
256,19700174924,90,0.16,0.134
235,19700182214,11,0.16,0.124
366,19700182214,11,0.16,0.124
443,19700186908,46,0.16,0.118
1702,19700201654,1916,0.16,0.142
158,19700202300,7,0.16,0.11
45,19752,44,0.16,0.125
148,19752,44,0.16,0.125
171,19752,44,0.16,0.125
33,19800188012,25,0.16,0.136
54,19800188012,25,0.16,0.136
251,19800188012,25,0.16,0.136
91,19800188017,13,0.16,0.153
137,19800188017,13,0.16,0.153
199,19800188017,13,0.16,0.153
344,19800188074,21,0.16,0.138
135,19800188074,21,0.16,0.138
153,19800188074,21,0.16,0.138
209,19821,11,0.16,0.101
357,19821,11,0.16,0.101
443,19821,11,0.16,0.101
127,19821,11,0.16,0.101
290,19821,11,0.16,0.101
150,19900191623,8,0.16,0.12
146,19900191623,8,0.16,0.12
431,19900191623,8,0.16,0.12
366,19900191623,8,0.16,0.12
1702,19900192127,64,0.16,0.151
302,19900193545,20,0.16,0.149
119,19900193545,20,0.16,0.149
340,19900193545,20,0.16,0.149
122,19900193545,20,0.16,0.149
201,19900193545,20,0.16,0.149
95,20000195026,30,0.16,0.131
309,20000195026,30,0.16,0.131
1702,20300,12,0.16,0.124
225,20500195215,12,0.16,0.136
179,20500195215,12,0.16,0.136
265,20763,39,0.16,0.284
291,21100199784,15,0.16,0.146
480,21100199784,15,0.16,0.146
291,21100200411,20,0.16,0.229
18,21100200638,11,0.16,0.139
45,21100200638,11,0.16,0.139
366,21100200638,11,0.16,0.139
357,21100201921,21,0.16,0.148
443,21100201921,21,0.16,0.148
290,21100201921,21,0.16,0.148
272,21100203318,43,0.16,0.131
150,21100205922,26,0.16,0.121
51,21100205922,26,0.16,0.121
85,21100205933,45,0.16,0.219
215,21100205933,45,0.16,0.219
265,21100205933,45,0.16,0.219
320,21100205933,45,0.16,0.219
62,21100205933,45,0.16,0.219
224,21100207207,59,0.16,0.169
413,21100207207,59,0.16,0.169
270,21100207641,10,0.16,0.125
99,21100207641,10,0.16,0.125
99,21100209308,15,0.16,0.129
173,21100209308,15,0.16,0.129
217,21100216538,7,0.16,0.123
136,21100217204,8,0.16,0.135
309,21100231618,23,0.16,0.143
37,21100231618,23,0.16,0.143
134,21100238408,18,0.16,0.198
103,21100238408,18,0.16,0.198
121,21100238408,18,0.16,0.198
157,21100238408,18,0.16,0.198
209,21100238408,18,0.16,0.198
215,21100239236,146,0.16,0.149
365,21100239827,19,0.16,0.12
235,21100242832,11,0.16,0.169
64,21100243004,10,0.16,0.143
752,21100243004,10,0.16,0.143
93,21100243004,10,0.16,0.143
431,21100244627,7,0.16,0.104
95,21100244627,7,0.16,0.104
365,21100255068,9,0.16,0.135
151,21100255068,9,0.16,0.135
480,21100255068,9,0.16,0.135
309,21100255419,7,0.16,0.133
157,21100255419,7,0.16,0.133
99,21100258635,9,0.16,0.147
119,21100284428,4,0.16,0.154
122,21100284428,4,0.16,0.154
122,21100286922,39,0.16,0.168
149,21100298210,8,0.16,0.106
45,21100322122,6,0.16,0.145
121,21100332448,14,0.16,0.159
95,21100332448,14,0.16,0.159
94,21100332448,14,0.16,0.159
151,21100346235,8,0.16,0.198
314,21100374810,15,0.16,0.153
66,21100374810,15,0.16,0.153
157,21100374810,15,0.16,0.153
150,21100380987,6,0.16,0.125
107,21100380987,6,0.16,0.125
43,21100380987,6,0.16,0.125
149,21100390384,4,0.16,0.139
99,21100390384,4,0.16,0.139
1702,21100391100,11,0.16,0.103
154,21100416079,12,0.16,0.115
85,21100416079,12,0.16,0.115
50,21100416079,12,0.16,0.115
70,21100416079,12,0.16,0.115
90,21100416079,12,0.16,0.115
149,21100417501,8,0.16,0.193
105,21100432543,3,0.16,0.14
344,21100432543,3,0.16,0.14
506,21100432543,3,0.16,0.14
302,21100448317,5,0.16,0.173
340,21100448317,5,0.16,0.173
801,21100448317,5,0.16,0.173
801,21100463075,7,0.16,0.141
431,21100773342,10,0.16,0.195
119,21100773342,10,0.16,0.195
122,21100773342,10,0.16,0.195
201,21100773342,10,0.16,0.195
60,21100782672,13,0.16,0.182
44,21100782672,13,0.16,0.182
35,21100782672,13,0.16,0.182
56,21100787322,11,0.16,0.114
61,21100787322,11,0.16,0.114
91,21100787322,11,0.16,0.114
147,21100788918,6,0.16,0.123
124,21100794591,13,0.16,0.187
506,21100794591,13,0.16,0.187
56,21394,56,0.16,0.139
61,21394,56,0.16,0.139
1702,21394,56,0.16,0.139
91,21394,56,0.16,0.139
365,21499,32,0.16,0.199
213,21499,32,0.16,0.199
51,21499,32,0.16,0.199
1702,21500,146,0.16,0.138
91,21963,12,0.16,0.113
56,21965,36,0.16,0.145
91,21965,36,0.16,0.145
95,22331,10,0.16,0.132
224,22331,10,0.16,0.132
61,23650,11,0.16,0.116
314,24276,17,0.16,0.161
419,24789,6,0.16,0.101
161,24789,6,0.16,0.101
431,25354,4,0.16,0.133
366,25354,4,0.16,0.133
201,25354,4,0.16,0.133
64,25354,4,0.16,0.133
752,25354,4,0.16,0.133
157,25354,4,0.16,0.133
431,25458,6,0.16,0.124
563,25550,25,0.16,0.179
137,25550,25,0.16,0.179
45,25894,17,0.16,0.231
382,25894,17,0.16,0.231
1702,26090,157,0.16,0.136
146,26331,12,0.16,0.122
60,26677,11,0.16,0.135
136,26677,11,0.16,0.135
476,26677,11,0.16,0.135
1702,27173,7,0.16,0.115
476,28168,10,0.16,0.133
72,28168,10,0.16,0.133
24,28203,40,0.16,0.134
161,28203,40,0.16,0.134
172,28203,40,0.16,0.134
18,28320,8,0.16,0.132
150,28320,8,0.16,0.132
366,28320,8,0.16,0.132
18,28889,5,0.16,0.149
150,28889,5,0.16,0.149
107,28889,5,0.16,0.149
302,28889,5,0.16,0.149
119,28889,5,0.16,0.149
340,28889,5,0.16,0.149
122,28889,5,0.16,0.149
87,28901,97,0.16,0.236
113,28901,97,0.16,0.236
77,28901,97,0.16,0.236
209,28901,97,0.16,0.236
372,28901,97,0.16,0.236
135,28901,97,0.16,0.236
1702,29138,25,0.16,0.123
431,29154,15,0.16,0.128
563,29726,18,0.16,0.141
149,29726,18,0.16,0.141
1702,30030,75,0.16,0.149
563,3300147412,135,0.16,0.209
471,35154,9,0.16,0.128
265,35154,9,0.16,0.128
320,35154,9,0.16,0.128
1702,3900148601,84,0.16,0.138
91,4000148212,48,0.16,0.149
137,4000148212,48,0.16,0.149
127,4000148308,310,0.16,0.13
62,4000148308,310,0.16,0.13
186,4000148308,310,0.16,0.13
135,4000148308,310,0.16,0.13
1702,4000151502,43,0.16,0.142
752,4000152115,4,0.16,0.117
117,4000152115,4,0.16,0.117
1702,4500151405,180,0.16,0.144
211,4700153507,23,0.16,0.148
56,4700153507,23,0.16,0.148
563,51658,57,0.16,0.19
480,51658,57,0.16,0.19
217,51658,57,0.16,0.19
1702,53033,49,0.16,0.13
431,5600153506,18,0.16,0.216
366,5600153506,18,0.16,0.216
314,5600153506,18,0.16,0.216
431,5600155275,63,0.16,0.206
752,5600155275,63,0.16,0.206
211,5600155275,63,0.16,0.206
64,5700161162,17,0.16,0.15
431,5700162645,3,0.16,0.131
366,5700162645,3,0.16,0.131
752,5700162645,3,0.16,0.131
45,5700164304,3,0.16,0.128
140,5700164304,3,0.16,0.128
752,5700164339,15,0.16,0.155
61,5700165166,13,0.16,0.108
314,5800169156,20,0.16,0.118
752,5800169156,20,0.16,0.118
146,5800210947,29,0.16,0.196
235,5800210947,29,0.16,0.196
302,5800220705,14,0.16,0.145
340,5800220705,14,0.16,0.145
150,6400153188,9,0.16,0.16
366,6400153188,9,0.16,0.16
93,6400153188,9,0.16,0.16
18,6500153105,8,0.16,0.125
45,6500153105,8,0.16,0.125
419,6800153105,8,0.16,0.144
52,6800153105,8,0.16,0.144
107,70540,19,0.16,0.155
107,76311,12,0.16,0.159
146,76311,12,0.16,0.159
431,76311,12,0.16,0.159
119,76311,12,0.16,0.159
122,76311,12,0.16,0.159
112,80264,49,0.16,0.116
563,80264,49,0.16,0.116
191,80264,49,0.16,0.116
1702,8200153101,51,0.16,0.143
186,84007,3,0.16,0.122
185,84007,3,0.16,0.122
1702,89284,15,0.16,0.132
413,9500153935,27,0.16,0.152
212,10900153310,11,0.15,0.131
422,10900153310,11,0.15,0.131
111,11600153450,10,0.15,0.156
95,11600153450,10,0.15,0.156
160,12100155990,7,0.15,0.255
160,12100157012,9,0.15,0.1
449,12100157012,9,0.15,0.1
375,12100157012,9,0.15,0.1
319,12100157012,9,0.15,0.1
371,12100157012,9,0.15,0.1
762,12100157012,9,0.15,0.1
1728,12233,37,0.15,0.112
200,12600154710,55,0.15,0.167
200,13077,25,0.15,0.123
153,13187,8,0.15,0.144
239,13187,8,0.15,0.144
187,13187,8,0.15,0.144
43,13309,265,0.15,0.206
319,13474,9,0.15,0.121
762,13474,9,0.15,0.121
159,13474,9,0.15,0.121
159,14006,116,0.15,0.189
82,14297,22,0.15,0.131
312,14297,22,0.15,0.131
475,14500154713,7,0.15,0.123
228,145076,72,0.15,0.17
272,145705,27,0.15,0.133
222,145705,27,0.15,0.133
449,14766,6,0.15,0.107
478,14831,11,0.15,0.162
159,14831,11,0.15,0.162
209,15513,12,0.15,0.213
214,15513,12,0.15,0.213
449,15709,13,0.15,0.135
375,15709,13,0.15,0.135
22,16000154720,8,0.15,0.133
449,16000154720,8,0.15,0.133
762,16023,35,0.15,0.129
176,16023,35,0.15,0.129
153,16100154785,10,0.15,0.123
239,16100154785,10,0.15,0.123
422,16133,44,0.15,0.189
371,16170,7,0.15,0.109
138,16380,66,0.15,0.12
62,16380,66,0.15,0.12
220,16380,66,0.15,0.12
94,16380,66,0.15,0.12
90,16800154746,4,0.15,0.124
805,16800154746,4,0.15,0.124
319,16957,18,0.15,0.148
762,16957,18,0.15,0.148
371,17051,4,0.15,0.142
176,17051,4,0.15,0.142
154,17500155021,9,0.15,0.116
160,17700154917,14,0.15,0.146
449,17700154917,14,0.15,0.146
309,17700154917,14,0.15,0.146
239,17700154917,14,0.15,0.146
346,17700154917,14,0.15,0.146
139,17700156007,32,0.15,0.214
58,17700156303,85,0.15,0.164
422,17700156303,85,0.15,0.164
173,17700156303,85,0.15,0.164
98,17700156303,85,0.15,0.164
257,17700156434,12,0.15,0.111
85,17700156434,12,0.15,0.111
152,17700156434,12,0.15,0.111
344,17700156434,12,0.15,0.111
293,17700156434,12,0.15,0.111
275,17700156702,47,0.15,0.135
122,17700156702,47,0.15,0.135
256,17800156738,17,0.15,0.158
805,17800156738,17,0.15,0.158
312,17800156738,17,0.15,0.158
148,17800156738,17,0.15,0.158
363,17826,21,0.15,0.139
159,17900156713,15,0.15,0.155
107,18200156701,6,0.15,0.111
449,18835,12,0.15,0.169
1728,18943,3,0.15,0.102
1728,18949,92,0.15,0.136
344,18949,92,0.15,0.136
1728,19324,73,0.15,0.132
805,19400158901,29,0.15,0.164
449,19600156840,7,0.15,0.104
375,19600156840,7,0.15,0.104
273,19600156852,54,0.15,0.149
762,19700174722,8,0.15,0.132
478,19700174722,8,0.15,0.132
63,19700175260,13,0.15,0.187
273,19700175460,32,0.15,0.152
160,19700181410,9,0.15,0.149
153,19700181410,9,0.15,0.149
154,19700182210,15,0.15,0.216
312,19700182210,15,0.15,0.216
124,19700183002,62,0.15,0.137
322,19700183002,62,0.15,0.137
371,19700183010,7,0.15,0.105
181,19700183010,7,0.15,0.105
293,19700186819,40,0.15,0.174
228,19700186845,10,0.15,0.119
56,19700187910,24,0.15,0.133
152,19700187910,24,0.15,0.133
449,19900191766,4,0.15,0.124
375,19900191766,4,0.15,0.124
160,19900191801,14,0.15,0.124
111,19900191801,14,0.15,0.124
213,19900193668,2,0.15,0.102
569,19900193668,2,0.15,0.102
18,19900193861,13,0.15,0.13
28,19900193861,13,0.15,0.13
153,19900195076,6,0.15,0.114
449,19900195076,6,0.15,0.114
220,20000195017,10,0.15,0.117
306,20000195017,10,0.15,0.117
217,20000195017,10,0.15,0.117
209,20000195017,10,0.15,0.117
375,200147124,13,0.15,0.175
204,200147124,13,0.15,0.175
239,20100195049,5,0.15,0.131
138,20119,45,0.15,0.129
220,20119,45,0.15,0.129
306,20119,45,0.15,0.129
22,20300195056,4,0.15,0.119
160,20300195056,4,0.15,0.119
111,20300195056,4,0.15,0.119
449,20300195056,4,0.15,0.119
125,20300195056,4,0.15,0.119
128,20300195056,4,0.15,0.119
111,20300195076,11,0.15,0.157
38,21000195001,10,0.15,0.195
78,21034,88,0.15,0.148
210,21034,88,0.15,0.148
293,21100199808,36,0.15,0.241
124,21100200413,33,0.15,0.177
210,21100200808,19,0.15,0.167
312,21100200808,19,0.15,0.167
153,21100201524,6,0.15,0.121
449,21100201524,6,0.15,0.121
309,21100202140,2,0.15,0.102
346,21100202140,2,0.15,0.102
239,21100204110,9,0.15,0.136
319,21100206284,4,0.15,0.198
762,21100206284,4,0.15,0.198
96,21100211729,2,0.15,0.132
312,21100212400,36,0.15,0.117
38,21100215110,276,0.15,-
153,21100215942,5,0.15,0.12
762,21100215942,5,0.15,0.12
174,21100223159,12,0.15,0.132
383,21100223159,12,0.15,0.132
42,21100223159,12,0.15,0.132
371,21100224008,5,0.15,0.101
113,21100229162,21,0.15,0.192
45,21100248895,44,0.15,0.128
139,21100264007,13,0.15,0.103
152,21100264007,13,0.15,0.103
159,21100266696,12,0.15,0.131
116,21100266696,12,0.15,0.131
449,21100285756,6,0.15,0.114
87,21100298656,28,0.15,0.137
214,21100298656,28,0.15,0.137
91,21100298656,28,0.15,0.137
372,21100298656,28,0.15,0.137
213,21100322900,14,0.15,0.191
449,21100325445,8,0.15,0.188
95,21100346967,5,0.15,0.102
111,21100388304,6,0.15,0.149
139,21100400180,8,0.15,0.187
371,21100400180,8,0.15,0.187
273,21100403168,20,0.15,0.222
319,21100403807,7,0.15,0.13
371,21100403807,7,0.15,0.13
762,21100403807,7,0.15,0.13
138,21100403901,147,0.15,0.205
62,21100403901,147,0.15,0.205
475,21100406921,4,0.15,0.121
101,21100406921,4,0.15,0.121
44,21100409404,3,0.15,0.116
204,21100409404,3,0.15,0.116
322,21100415026,2,0.15,0.132
510,21100415026,2,0.15,0.132
273,21100419021,3,0.15,0.11
312,21100419021,3,0.15,0.11
363,21100427192,116,0.15,0.128
306,21100427192,116,0.15,0.128
375,21100427192,116,0.15,0.128
153,21100774309,8,0.15,0.12
107,21100776059,7,0.15,0.125
38,21100776059,7,0.15,0.125
210,21100776059,7,0.15,0.125
43,21100781406,9,0.15,0.188
142,21100793178,14,0.15,0.188
159,21100793178,14,0.15,0.188
172,21393,66,0.15,0.117
124,21393,66,0.15,0.117
66,21393,66,0.15,0.117
78,21669,23,0.15,0.217
210,21669,23,0.15,0.217
62,21669,23,0.15,0.217
1728,21775,59,0.15,0.139
312,21775,59,0.15,0.139
275,21775,59,0.15,0.139
1728,21898,129,0.15,0.132
95,21898,129,0.15,0.132
78,22063,266,0.15,0.13
210,22063,266,0.15,0.13
375,22063,266,0.15,0.13
128,22906,50,0.15,0.124
257,22906,50,0.15,0.124
239,22910,15,0.15,0.141
220,23390,6,0.15,0.133
306,23390,6,0.15,0.133
363,25141,94,0.15,0.123
375,25141,94,0.15,0.123
62,25141,94,0.15,0.123
99,25197,8,0.15,0.133
67,25775,5,0.15,0.139
1728,26063,88,0.15,0.141
239,26077,10,0.15,0.154
1728,26093,125,0.15,0.136
142,26962,9,0.15,0.161
762,26962,9,0.15,0.161
1728,27328,11,0.15,0.157
1728,27644,12,0.15,0.111
153,27853,13,0.15,0.142
88,27945,2,0.15,0.165
22,28401,38,0.15,0.27
160,28401,38,0.15,0.27
449,28401,38,0.15,0.27
239,28401,38,0.15,0.27
24,28813,48,0.15,0.174
5,28818,108,0.15,0.155
34,28818,108,0.15,0.155
17,28818,108,0.15,0.155
14,28818,108,0.15,0.155
16,28818,108,0.15,0.155
153,28873,7,0.15,0.144
449,28873,7,0.15,0.144
239,28873,7,0.15,0.144
1728,29344,22,0.15,0.151
81,29344,22,0.15,0.151
153,29373,11,0.15,0.133
449,29373,11,0.15,0.133
375,29373,11,0.15,0.133
212,29458,25,0.15,0.162
293,29458,25,0.15,0.162
61,29792,28,0.15,0.148
97,31440,14,0.15,0.145
226,31440,14,0.15,0.145
415,31440,14,0.15,0.145
375,36694,7,0.15,0.128
204,36694,7,0.15,0.128
306,4000148801,28,0.15,0.192
805,4000148801,28,0.15,0.192
34,4000151906,41,0.15,0.121
56,4000151906,41,0.15,0.121
17,4000151906,41,0.15,0.121
46,4000151906,41,0.15,0.121
30,4500151521,14,0.15,0.204
60,4500151521,14,0.15,0.204
41,4500151521,14,0.15,0.204
81,4500151521,14,0.15,0.204
312,4700152775,17,0.15,0.153
200,4700152775,17,0.15,0.153
1728,4700153503,15,0.15,0.127
24,4800154001,72,0.15,0.172
371,5000160302,12,0.15,0.379
188,50105,11,0.15,0.124
212,50105,11,0.15,0.124
257,50105,11,0.15,0.124
422,50105,11,0.15,0.124
209,5300152719,16,0.15,0.139
349,5300152719,16,0.15,0.139
212,54207,11,0.15,0.145
363,54207,11,0.15,0.145
142,5600152869,13,0.15,0.143
762,5600153144,7,0.15,0.116
449,5600153516,6,0.15,0.118
319,5600153516,6,0.15,0.118
762,5600153516,6,0.15,0.118
449,5600155015,4,0.15,0.117
375,5600155015,4,0.15,0.117
762,5600155015,4,0.15,0.117
49,5600156255,22,0.15,0.209
142,5600156255,22,0.15,0.209
449,5700162134,12,0.15,0.12
375,5700162134,12,0.15,0.12
319,5700162134,12,0.15,0.12
762,5700162134,12,0.15,0.12
309,5700168874,7,0.15,0.111
346,5700168874,7,0.15,0.111
160,5700170927,10,0.15,0.116
309,5700170927,10,0.15,0.116
375,5700170927,10,0.15,0.116
346,5700170927,10,0.15,0.116
160,5800155978,20,0.15,0.27
309,5800155978,20,0.15,0.27
346,5800155978,20,0.15,0.27
160,5800169338,5,0.15,0.103
449,5800169338,5,0.15,0.103
309,5800169338,5,0.15,0.103
375,5800169338,5,0.15,0.103
346,5800169338,5,0.15,0.103
90,5800169338,5,0.15,0.103
371,5800171010,7,0.15,0.115
375,5800179630,7,0.15,0.161
204,5800179630,7,0.15,0.161
45,5800184384,19,0.15,0.189
88,5800184384,19,0.15,0.189
188,5800184384,19,0.15,0.189
309,5800207608,6,0.15,0.155
346,5800207608,6,0.15,0.155
309,5800207660,9,0.15,0.132
346,5800207660,9,0.15,0.132
309,5800207780,11,0.15,0.175
346,5800207780,11,0.15,0.175
160,5800207811,13,0.15,0.141
309,5800207811,13,0.15,0.141
346,5800207811,13,0.15,0.141
154,5800208091,7,0.15,0.139
319,6000177137,7,0.15,0.138
1728,60873,16,0.15,0.114
67,6600153203,49,0.15,0.183
36,6600153203,49,0.15,0.183
211,7000153253,46,0.15,0.168
222,7000153253,46,0.15,0.168
89,7000153253,46,0.15,0.168
128,70864,17,0.15,0.114
188,70864,17,0.15,0.114
344,70864,17,0.15,0.114
252,70864,17,0.15,0.114
449,7100153139,10,0.15,0.14
309,7100153139,10,0.15,0.14
375,7100153139,10,0.15,0.14
346,7100153139,10,0.15,0.14
125,7100153139,10,0.15,0.14
124,7100153148,26,0.15,0.166
87,7400153104,25,0.15,0.122
209,7500153124,17,0.15,0.138
163,7500153124,17,0.15,0.138
88,79119,5,0.15,0.124
188,79119,5,0.15,0.124
106,80618,8,0.15,0.139
263,80618,8,0.15,0.139
569,82643,18,0.15,0.106
212,9500154150,2,0.15,0.112
448,9500154150,2,0.15,0.112
95,9500154150,2,0.15,0.112
320,1000147119,10,0.14,0.139
357,1000147119,10,0.14,0.139
247,1000147119,10,0.14,0.139
230,10100153330,11,0.14,0.13
295,11300153723,11,0.14,0.208
477,11700154396,17,0.14,0.162
196,11700154396,17,0.14,0.162
142,12100156731,7,0.14,0.135
37,12384,16,0.14,0.118
1741,12416,21,0.14,0.126
277,130133,37,0.14,0.119
64,130170,33,0.14,0.132
260,130170,33,0.14,0.132
318,13023,17,0.14,0.186
203,13023,17,0.14,0.186
171,13243,12,0.14,0.171
477,14000154941,3,0.14,0.112
320,14000155883,12,0.14,0.132
357,14000155883,12,0.14,0.132
127,14000155888,8,0.14,0.147
129,14000155888,8,0.14,0.147
208,14000155888,8,0.14,0.147
186,145506,12,0.14,0.153
190,145562,36,0.14,0.181
162,14806,28,0.14,0.122
426,14862,18,0.14,0.136
380,15455,15,0.14,0.138
35,15826,20,0.14,0.139
224,15826,20,0.14,0.139
367,15826,20,0.14,0.139
470,16000154770,11,0.14,0.141
775,16000154770,11,0.14,0.141
57,16000154770,11,0.14,0.141
248,16000154787,9,0.14,0.163
470,16100154734,11,0.14,0.131
127,16100154734,11,0.14,0.131
129,16100154734,11,0.14,0.131
212,16155,29,0.14,0.192
45,16200154725,6,0.14,0.114
171,16400154704,15,0.14,0.149
116,16400154704,15,0.14,0.149
388,16400154704,15,0.14,0.149
470,17054,2,0.14,0.102
388,17054,2,0.14,0.102
480,17054,2,0.14,0.102
73,17300154938,5,0.14,0.127
193,17300154986,207,0.14,0.154
182,17300154986,207,0.14,0.154
320,17700154916,6,0.14,0.112
357,17700154916,6,0.14,0.112
171,17700154926,4,0.14,0.112
116,17700154926,4,0.14,0.112
470,17700154926,4,0.14,0.112
320,17700154926,4,0.14,0.112
357,17700154926,4,0.14,0.112
127,17700154926,4,0.14,0.112
129,17700154926,4,0.14,0.112
99,18043,70,0.14,0.123
35,18200156704,11,0.14,0.134
28,18200156704,11,0.14,0.134
39,18216,5,0.14,0.118
155,18216,5,0.14,0.118
1741,18524,23,0.14,0.13
350,18551,14,0.14,0.19
46,19182,7,0.14,0.108
1741,19336,24,0.14,0.122
470,19343,15,0.14,0.159
208,19343,15,0.14,0.159
37,19343,15,0.14,0.159
449,19400157268,11,0.14,0.121
367,19400157268,11,0.14,0.121
378,19400157268,11,0.14,0.121
571,19600157303,17,0.14,0.133
273,19600164100,11,0.14,0.183
116,19700170255,8,0.14,0.154
29,19700170255,8,0.14,0.154
171,19700173007,6,0.14,0.122
320,19700173007,6,0.14,0.122
357,19700173007,6,0.14,0.122
775,19700173159,10,0.14,0.162
101,19700173159,10,0.14,0.162
76,19700173309,3,0.14,0.106
46,19700175087,4,0.14,0.113
227,19700175151,3,0.14,0.112
58,19700175151,3,0.14,0.112
126,19700175151,3,0.14,0.112
809,19700175904,10,0.14,0.104
116,19700181408,11,0.14,0.101
160,19700186863,62,0.14,0.123
117,19700186863,62,0.14,0.123
171,19700188158,22,0.14,0.206
116,19700188158,22,0.14,0.206
809,19700188158,22,0.14,0.206
809,19700188212,6,0.14,0.13
426,19700188212,6,0.14,0.13
247,19700188212,6,0.14,0.13
809,19700188329,9,0.14,0.147
73,19700188329,9,0.14,0.147
116,19700200888,14,0.14,0.119
809,19700200888,14,0.14,0.119
350,19791,6,0.14,0.146
96,19800188067,1,0.14,0.104
173,19800188067,1,0.14,0.104
164,19800188067,1,0.14,0.104
47,19900192583,8,0.14,0.148
248,19900192583,8,0.14,0.148
85,19953,18,0.14,0.125
208,20000195045,8,0.14,0.138
1741,20131,51,0.14,0.122
149,20181,37,0.14,0.123
1741,20216,109,0.14,0.14
1741,21006,3,0.14,0.105
96,21100199339,19,0.14,0.113
173,21100199339,19,0.14,0.113
146,21100200022,7,0.14,0.153
248,21100200425,6,0.14,0.129
20,21100200425,6,0.14,0.129
29,21100202123,18,0.14,0.218
127,21100202123,18,0.14,0.218
129,21100202123,18,0.14,0.218
82,21100202516,97,0.14,0.133
208,21100202711,10,0.14,0.2
470,21100204103,17,0.14,0.19
127,21100204103,17,0.14,0.19
129,21100204103,17,0.14,0.19
324,21100208016,6,0.14,0.126
511,21100208016,6,0.14,0.126
82,21100210906,10,0.14,0.109
1741,21100211332,5,0.14,0.114
164,21100211746,9,0.14,0.12
171,21100223803,5,0.14,0.101
171,21100225018,10,0.14,0.136
470,21100227421,5,0.14,0.101
388,21100227421,5,0.14,0.101
775,21100227421,5,0.14,0.101
171,21100228122,12,0.14,0.116
25,21100229856,5,0.14,0.175
470,21100229856,5,0.14,0.175
127,21100229856,5,0.14,0.175
129,21100229856,5,0.14,0.175
295,21100235603,43,0.14,0.199
163,21100236219,6,0.14,0.143
210,21100244880,20,0.14,0.132
188,21100244880,20,0.14,0.132
157,21100245913,8,0.14,0.165
57,21100254353,6,0.14,0.131
188,21100254353,6,0.14,0.131
86,21100254353,6,0.14,0.131
809,21100258947,103,0.14,0.188
139,21100258947,103,0.14,0.188
1741,21100264006,20,0.14,0.127
163,21100285440,5,0.14,0.101
61,21100305269,15,0.14,0.124
61,21100305269,15,0.14,0.124
207,21100305269,15,0.14,0.124
384,21100305269,15,0.14,0.124
571,21100324717,8,0.14,0.101
200,21100324717,8,0.14,0.101
32,21100332451,24,0.14,0.105
318,21100332451,24,0.14,0.105
212,21100332451,24,0.14,0.105
174,21100332451,24,0.14,0.105
253,21100332451,24,0.14,0.105
347,21100332451,24,0.14,0.105
149,21100385812,5,0.14,0.105
92,21100386473,4,0.14,0.14
96,21100386473,4,0.14,0.14
809,21100396307,6,0.14,0.127
273,21100396656,11,0.14,0.138
102,21100396656,11,0.14,0.138
142,21100403912,3,0.14,0.127
470,21100432349,8,0.14,0.107
29,21100432349,8,0.14,0.107
97,21100432349,8,0.14,0.107
97,21100432349,8,0.14,0.107
142,21100435543,7,0.14,0.106
257,21100435543,7,0.14,0.106
211,21100448010,11,0.14,0.106
47,21100449122,1,0.14,0.103
125,21100449122,1,0.14,0.103
32,21100449122,1,0.14,0.103
101,21100453530,11,0.14,0.107
76,21100464981,4,0.14,0.117
477,21100775078,7,0.14,0.14
196,21100775078,7,0.14,0.14
171,21100782866,1,0.14,0.271
320,21100782866,1,0.14,0.271
357,21100782866,1,0.14,0.271
314,21100790347,5,0.14,0.134
125,21100790817,4,0.14,0.144
116,21100800617,20,0.14,-
