RANK,ID,CitationCount,CiteScore,SJR
81,21100469670,183,1.65,0.234
237,21100469670,183,1.65,0.234
51,21371,455,1.65,0.682
600,21371,455,1.65,0.682
110,21371,455,1.65,0.682
196,21703,234,1.65,0.889
63,21703,234,1.65,0.889
32,21887,873,1.65,1.139
132,22596,695,1.65,0.976
36,24034,270,1.65,1.024
91,24034,270,1.65,1.024
91,24043,496,1.65,0.601
46,24043,496,1.65,0.601
32,24043,496,1.65,0.601
81,24043,496,1.65,0.601
76,24043,496,1.65,0.601
237,24043,496,1.65,0.601
81,24593,377,1.65,0.768
127,24593,377,1.65,0.768
192,24593,377,1.65,0.768
57,26476,395,1.65,0.825
145,26990,1829,1.65,0.833
63,26990,1829,1.65,0.833
76,26990,1829,1.65,0.833
263,26990,1829,1.65,0.833
38,28580,451,1.65,0.545
199,28580,451,1.65,0.545
145,28580,451,1.65,0.545
77,31617,376,1.65,0.693
54,31617,376,1.65,0.693
33,31617,376,1.65,0.693
40,31617,376,1.65,0.693
51,4700152411,122,1.65,0.803
600,4700152411,122,1.65,0.803
55,5600152801,262,1.65,0.584
57,5600152801,262,1.65,0.584
119,5600152801,262,1.65,0.584
607,11200153402,1286,1.64,1.009
49,11500153308,97,1.64,0.385
157,11500153308,97,1.64,0.385
147,11500153308,97,1.64,0.385
144,12856,148,1.64,1.014
92,13272,946,1.64,1.178
23,13272,946,1.64,1.178
35,13794,454,1.64,0.536
89,13794,454,1.64,0.536
60,13794,454,1.64,0.536
607,13794,454,1.64,0.536
68,13794,454,1.64,0.536
16,13854,293,1.64,1.336
140,13854,293,1.64,1.336
23,13854,293,1.64,1.336
40,14947,439,1.64,0.715
59,14947,439,1.64,0.715
140,15567,241,1.64,0.752
33,15567,241,1.64,0.752
70,15567,241,1.64,0.752
76,15567,241,1.64,0.752
37,16269,115,1.64,1.672
77,16672,602,1.64,0.879
182,16672,602,1.64,0.879
112,16672,602,1.64,0.879
53,17500154705,1056,1.64,0.963
134,17500154705,1056,1.64,0.963
58,18298,389,1.64,0.7
24,18300156731,1285,1.64,1.433
21,19417,733,1.64,0.71
55,19417,733,1.64,0.71
113,19417,733,1.64,0.71
118,19700166522,317,1.64,0.815
180,19700166522,317,1.64,0.815
106,19700166522,317,1.64,0.815
607,19885,257,1.64,0.638
76,19885,257,1.64,0.638
73,19885,257,1.64,0.638
182,19885,257,1.64,0.638
30,20500195063,82,1.64,0.658
202,20500195063,82,1.64,0.658
24,21100223310,473,1.64,0.776
55,21100239854,97,1.64,0.466
74,21100239854,97,1.64,0.466
50,21100372101,172,1.64,0.524
32,21100372101,172,1.64,0.524
18,21100372101,172,1.64,0.524
103,21100372101,172,1.64,0.524
86,21100372101,172,1.64,0.524
39,21100372101,172,1.64,0.524
607,21100780831,36,1.64,0.601
144,21451,36,1.64,0.331
193,21451,36,1.64,0.331
36,21451,36,1.64,0.331
58,21697,639,1.64,0.732
607,21697,639,1.64,0.732
197,21697,639,1.64,0.732
58,22578,622,1.64,0.893
34,22578,622,1.64,0.893
180,22578,622,1.64,0.893
106,22578,622,1.64,0.893
197,22578,622,1.64,0.893
55,22587,263,1.64,0.645
57,22587,263,1.64,0.645
92,23292,282,1.64,0.582
76,23292,282,1.64,0.582
81,25374,808,1.64,0.944
55,25374,808,1.64,0.944
80,25857,234,1.64,0.573
129,25857,234,1.64,0.573
82,25881,968,1.64,0.696
82,25881,968,1.64,0.696
40,25944,223,1.64,0.583
73,25944,223,1.64,0.583
147,25944,223,1.64,0.583
82,25944,223,1.64,0.583
34,25944,223,1.64,0.583
12,27343,509,1.64,1.298
71,27343,509,1.64,1.298
35,28461,1273,1.64,1.47
89,28461,1273,1.64,1.47
28,28461,1273,1.64,1.47
30,28461,1273,1.64,1.47
43,29011,115,1.64,1.4
27,29011,115,1.64,1.4
122,29011,115,1.64,1.4
10,29259,287,1.64,0.71
58,29629,545,1.64,0.843
55,29629,545,1.64,0.843
41,63777,215,1.64,0.589
73,63777,215,1.64,0.589
58,69955,74,1.64,0.624
180,69955,74,1.64,0.624
71,70201,371,1.64,0.626
76,70201,371,1.64,0.626
102,70201,371,1.64,0.626
182,70201,371,1.64,0.626
29,70201,371,1.64,0.626
50,12064,650,1.63,0.926
25,12375,2287,1.63,0.582
38,12375,2287,1.63,0.582
94,12395,88,1.63,0.575
36,12395,88,1.63,0.575
39,12395,88,1.63,0.575
25,130138,129,1.63,0.387
194,130138,129,1.63,0.387
166,130138,129,1.63,0.387
13,130166,109,1.63,0.366
34,130166,109,1.63,0.366
75,14107,186,1.63,0.761
158,14500154716,218,1.63,0.52
9,145213,129,1.63,1.929
37,145213,129,1.63,1.929
13,145213,129,1.63,1.929
33,14606,279,1.63,1.205
54,14606,279,1.63,1.205
612,14775,399,1.63,0.656
73,14775,399,1.63,0.656
56,14775,399,1.63,0.656
103,14775,399,1.63,0.656
119,16536,88,1.63,0.457
612,17980,389,1.63,0.669
61,17980,389,1.63,0.669
145,17980,389,1.63,0.669
612,18387,4445,1.63,0.597
82,19400158512,283,1.63,0.703
67,19400158512,283,1.63,0.703
16,19520,893,1.63,0.73
130,19520,893,1.63,0.73
64,19700174628,796,1.63,0.512
77,19700174628,796,1.63,0.512
23,19700174628,796,1.63,0.512
68,19700174628,796,1.63,0.512
239,19700174628,796,1.63,0.512
56,19700189500,1855,1.63,0.673
74,19700189500,1855,1.63,0.673
82,20414,88,1.63,0.707
68,20636,199,1.63,0.625
27,21092,142,1.63,0.556
50,21092,142,1.63,0.556
18,21092,142,1.63,0.556
25,21092,142,1.63,0.556
17,21092,142,1.63,0.556
135,21092,142,1.63,0.556
99,21092,142,1.63,0.556
149,21092,142,1.63,0.556
612,21100205998,342,1.63,0.902
135,21100205998,342,1.63,0.902
31,21100205998,342,1.63,0.902
127,21100205998,342,1.63,0.902
82,21100205998,342,1.63,0.902
239,21100218516,96,1.63,0.429
264,21100218516,96,1.63,0.429
2,21100286950,171,1.63,0.676
14,21100286950,171,1.63,0.676
14,21100286950,171,1.63,0.676
92,21100370010,266,1.63,0.468
56,21100370010,266,1.63,0.468
31,21100370010,266,1.63,0.468
43,21100390174,85,1.63,1.062
16,21100394100,119,1.63,0.346
41,21100394100,119,1.63,0.346
87,21100394100,119,1.63,0.346
44,21447,179,1.63,0.972
50,21447,179,1.63,0.972
146,21447,179,1.63,0.972
78,21934,1201,1.63,0.955
34,21934,1201,1.63,0.955
146,23288,140,1.63,1.003
135,23288,140,1.63,1.003
38,24862,543,1.63,0.727
50,25028,528,1.63,0.476
20,25028,528,1.63,0.476
37,25028,528,1.63,0.476
4,25515,196,1.63,0.523
61,25515,196,1.63,0.523
20,25515,196,1.63,0.523
166,25515,196,1.63,0.523
3,28836,441,1.63,1.006
612,32422,736,1.63,0.595
24,32422,736,1.63,0.595
239,32422,736,1.63,0.595
189,32422,736,1.63,0.595
135,92266,83,1.63,0.634
51,92266,83,1.63,0.634
24,13939,428,1.62,0.84
23,144622,586,1.62,0.616
84,144622,586,1.62,0.616
25,144622,586,1.62,0.616
148,144732,252,1.62,1.621
76,15536,828,1.62,0.748
31,15933,202,1.62,1.514
91,16215,523,1.62,0.559
137,16215,523,1.62,0.559
100,16215,523,1.62,0.559
195,16215,523,1.62,0.559
137,16279,833,1.62,0.628
100,16279,833,1.62,0.628
40,16949,138,1.62,0.786
93,17229,800,1.62,0.871
124,17229,800,1.62,0.871
203,18958,206,1.62,0.467
137,19450,344,1.62,0.811
81,19450,344,1.62,0.811
57,19450,344,1.62,0.811
137,19700188350,1096,1.62,0.605
137,19900192160,322,1.62,1.121
185,19900192160,322,1.62,1.121
55,19900192160,322,1.62,1.121
104,20239,214,1.62,0.749
47,20239,214,1.62,0.749
83,20239,214,1.62,0.749
265,20239,214,1.62,0.749
44,20566,428,1.62,0.837
123,20566,428,1.62,0.837
137,21100199762,42,1.62,0.403
12,21100199762,42,1.62,0.403
47,21100222556,164,1.62,0.626
42,21100222556,164,1.62,0.626
183,21100222556,164,1.62,0.626
76,21100222556,164,1.62,0.626
42,21100222556,164,1.62,0.626
15,21100242249,267,1.62,3.638
7,21100242249,267,1.62,3.638
91,21100242249,267,1.62,3.638
195,21100262490,131,1.62,0.352
88,21100262490,131,1.62,0.352
51,21100385961,78,1.62,0.436
120,21100385961,78,1.62,0.436
41,21100385961,78,1.62,0.436
95,21100427639,447,1.62,0.455
28,21100427639,447,1.62,0.455
12,21100427639,447,1.62,0.455
39,21100464738,97,1.62,0.571
20,21100464738,97,1.62,0.571
76,21100469452,68,1.62,0.615
60,21100469452,68,1.62,0.615
30,21100469452,68,1.62,0.615
51,21100469452,68,1.62,0.615
617,21342,162,1.62,0.714
62,21342,162,1.62,0.714
190,21342,162,1.62,0.714
265,21342,162,1.62,0.714
183,22069,570,1.62,0.746
199,22069,570,1.62,0.746
26,22203,310,1.62,0.595
108,22203,310,1.62,0.595
124,22441,847,1.62,0.767
69,22954,131,1.62,0.675
52,22954,131,1.62,0.675
183,24714,52,1.62,0.594
108,24714,52,1.62,0.594
2,25026,535,1.62,1.107
15,25829,344,1.62,3.039
21,25829,344,1.62,3.039
38,25829,344,1.62,3.039
56,26117,1147,1.62,0.663
120,26117,1147,1.62,0.663
83,26117,1147,1.62,0.663
22,26146,598,1.62,0.536
26,26146,598,1.62,0.536
168,26146,598,1.62,0.536
148,26913,476,1.62,1.146
617,26913,476,1.62,1.146
26,27525,1646,1.62,0.902
56,27525,1646,1.62,0.902
9,28074,937,1.62,1.057
33,28074,937,1.62,1.057
39,28074,937,1.62,1.057
17,29066,1637,1.62,1.01
150,29066,1637,1.62,1.01
6,29925,190,1.62,0.689
14,29972,398,1.62,0.661
148,29972,398,1.62,0.661
617,29972,398,1.62,0.661
71,29972,398,1.62,0.661
57,29972,398,1.62,0.661
45,4700151738,91,1.62,1.047
51,4700151738,91,1.62,1.047
148,4700151738,91,1.62,1.047
38,5400152639,383,1.62,0.453
137,5400152639,383,1.62,0.453
51,5400152639,383,1.62,0.453
28,5400152639,383,1.62,0.453
37,5600152808,118,1.62,0.838
37,5700164242,168,1.62,0.882
14,700147308,105,1.62,0.942
63,94447,283,1.62,0.88
7,94447,283,1.62,0.88
617,94447,283,1.62,0.88
63,12042,135,1.61,0.653
79,12042,135,1.61,0.653
152,12099,267,1.61,0.892
98,12100154406,385,1.61,0.315
59,12100154406,385,1.61,0.315
169,12100154406,385,1.61,0.315
82,12676,694,1.61,0.574
621,130069,772,1.61,0.62
130,130069,772,1.61,0.62
63,130069,772,1.61,0.62
242,130069,772,1.61,0.62
112,130069,772,1.61,0.62
267,130069,772,1.61,0.62
41,13695,1527,1.61,0.579
74,13695,1527,1.61,0.579
130,13695,1527,1.61,0.579
2,13795,424,1.61,0.864
621,13795,424,1.61,0.864
34,13795,424,1.61,0.864
25,13932,129,1.61,0.92
84,13932,129,1.61,0.92
8,14500154734,74,1.61,0.33
27,14500154734,74,1.61,0.33
70,14500154734,74,1.61,0.33
52,14500154734,74,1.61,0.33
621,14896,421,1.61,0.705
74,14896,421,1.61,0.705
58,14896,421,1.61,0.705
74,15300154836,153,1.61,0.493
58,15300154836,153,1.61,0.493
621,16576,1287,1.61,0.606
94,16576,1287,1.61,0.606
52,17012,90,1.61,0.629
60,17012,90,1.61,0.629
25,17012,90,1.61,0.629
29,17012,90,1.61,0.629
39,17591,134,1.61,0.992
142,17591,134,1.61,0.992
89,17604,582,1.61,0.423
169,17604,582,1.61,0.423
93,17971,786,1.61,0.648
105,17971,786,1.61,0.648
200,17971,786,1.61,0.648
621,17997,193,1.61,0.626
146,17997,193,1.61,0.626
81,17997,193,1.61,0.626
56,17997,193,1.61,0.626
14,18024,1081,1.61,0.666
78,18024,1081,1.61,0.666
121,18024,1081,1.61,0.666
142,18106,311,1.61,0.952
242,19700180557,119,1.61,0.489
27,19975,7443,1.61,2.389
169,20007,348,1.61,0.409
621,20221,749,1.61,0.539
48,20221,749,1.61,0.539
34,20311,827,1.61,0.77
186,20311,827,1.61,0.77
110,20311,827,1.61,0.77
204,21100203110,481,1.61,0.295
57,21100203110,481,1.61,0.295
197,21100203110,481,1.61,0.295
57,21100213800,741,1.61,0.685
85,21100228730,452,1.61,1.081
31,21100405051,143,1.61,0.635
57,21100405051,143,1.61,0.635
159,21100405051,143,1.61,0.635
33,21100405051,143,1.61,0.635
27,23610,406,1.61,0.629
89,23952,151,1.61,1.549
11,27393,121,1.61,1.013
13,27393,121,1.61,1.013
152,29434,111,1.61,1.992
57,29593,6668,1.61,0.633
84,4700152613,310,1.61,0.558
242,4700152613,310,1.61,0.558
204,5400152656,190,1.61,0.31
75,5400152656,190,1.61,0.31
105,5400152656,190,1.61,0.31
85,5700191212,606,1.61,0.781
68,5700191212,606,1.61,0.781
128,5700191215,225,1.61,0.711
181,5700191215,225,1.61,0.711
56,5700191215,225,1.61,0.711
140,5700191215,225,1.61,0.711
142,5800175970,148,1.61,0.739
89,5800175970,148,1.61,0.739
89,6700153282,103,1.61,0.307
169,6700153282,103,1.61,0.307
57,7500153130,526,1.61,0.812
154,11200153507,123,1.6,0.418
35,11200153507,123,1.6,0.418
22,11200153507,123,1.6,0.418
627,11300153406,353,1.6,0.813
141,11300153406,353,1.6,0.813
154,13523,307,1.6,0.787
104,13523,307,1.6,0.787
33,13787,725,1.6,0.593
75,13787,725,1.6,0.593
151,13787,725,1.6,0.593
627,14630,307,1.6,0.701
35,14630,307,1.6,0.701
27,14630,307,1.6,0.701
75,14630,307,1.6,0.701
145,15496,409,1.6,0.869
70,15496,409,1.6,0.869
72,15496,409,1.6,0.869
627,16086,1289,1.6,0.537
107,16086,1289,1.6,0.537
49,16086,1289,1.6,0.537
122,16784,327,1.6,0.817
187,16784,327,1.6,0.817
122,17257,768,1.6,0.518
154,17806,1206,1.6,1.551
627,17806,1206,1.6,1.551
154,18300156704,431,1.6,1.103
141,18831,216,1.6,0.959
15,19500157002,152,1.6,0.826
15,19500157002,152,1.6,0.826
27,19500157002,152,1.6,0.826
182,19700176021,4467,1.6,0.534
141,19700176021,4467,1.6,0.534
45,19700201455,136,1.6,0.362
206,19700201455,136,1.6,0.362
48,19900188006,141,1.6,0.786
54,19900188006,141,1.6,0.786
154,200147131,149,1.6,0.663
627,20927,282,1.6,0.738
69,20927,282,1.6,0.738
94,21100205502,232,1.6,0.555
53,21100205502,232,1.6,0.555
13,21100205502,232,1.6,0.555
51,21100205502,232,1.6,0.555
18,21100235622,354,1.6,0.445
140,21100235622,354,1.6,0.445
61,21100243809,3846,1.6,-
78,21100243809,3846,1.6,-
627,21100319398,492,1.6,0.911
59,21100319398,492,1.6,0.911
32,21100319398,492,1.6,0.911
186,21100324364,101,1.6,0.77
53,21100324364,101,1.6,0.77
30,21100374356,171,1.6,0.649
99,21100374356,171,1.6,0.649
627,21552,1866,1.6,0.528
57,21552,1866,1.6,0.528
25,21552,1866,1.6,0.528
58,21552,1866,1.6,0.528
87,21593,711,1.6,0.858
41,21595,101,1.6,0.636
40,21681,202,1.6,1.842
70,22920,144,1.6,0.689
53,22920,144,1.6,0.689
35,23287,418,1.6,0.912
187,23287,418,1.6,0.912
12,23574,209,1.6,1.56
9,23574,209,1.6,1.56
26,23574,209,1.6,1.56
145,23574,209,1.6,1.56
40,23574,209,1.6,1.56
67,25149,468,1.6,0.578
8,25663,85,1.6,1.196
51,25663,85,1.6,1.196
19,25663,85,1.6,1.196
94,25663,85,1.6,1.196
140,25663,85,1.6,1.196
25,25749,447,1.6,0.573
44,25749,447,1.6,0.573
58,25749,447,1.6,0.573
140,27019,367,1.6,0.511
53,27019,367,1.6,0.511
26,27019,367,1.6,0.511
56,27019,367,1.6,0.511
47,27019,367,1.6,0.511
28,28703,316,1.6,0.998
102,28703,316,1.6,0.998
160,28703,316,1.6,0.998
31,5000153107,101,1.6,0.483
60,5000153107,101,1.6,0.483
113,5000153107,101,1.6,0.483
141,5800179609,459,1.6,0.919
51,9500154018,423,1.6,0.483
79,12004,189,1.59,0.559
187,12004,189,1.59,0.559
36,13774,825,1.59,1.282
27,13896,384,1.59,0.89
62,13896,384,1.59,0.89
22,13896,384,1.59,0.89
96,14610,433,1.59,0.849
24,14610,433,1.59,0.849
77,14610,433,1.59,0.849
25,14610,433,1.59,0.849
147,147231,285,1.59,0.824
36,147231,285,1.59,0.824
15,15136,137,1.59,0.645
39,15136,137,1.59,0.645
22,15136,137,1.59,0.645
100,15136,137,1.59,0.645
52,16255,443,1.59,0.583
91,16255,443,1.59,0.583
634,16869,823,1.59,0.583
245,16869,823,1.59,0.583
91,17700156769,226,1.59,0.62
54,17700156769,226,1.59,0.62
59,18480,247,1.59,0.568
69,18480,247,1.59,0.568
268,18480,247,1.59,0.568
46,18654,270,1.59,0.958
52,18654,270,1.59,0.958
60,18654,270,1.59,0.958
61,18654,270,1.59,0.958
41,19625,278,1.59,1.432
64,19625,278,1.59,1.432
77,19700182745,149,1.59,0.826
25,19700182745,149,1.59,0.826
60,19700188429,239,1.59,0.55
33,19700188429,239,1.59,0.55
159,20738,86,1.59,1.248
88,21100211108,140,1.59,0.435
28,21100211108,140,1.59,0.435
4,21100211108,140,1.59,0.435
69,21100211108,140,1.59,0.435
39,21100211108,140,1.59,0.435
22,21100211108,140,1.59,0.435
17,21100223534,118,1.59,0.711
96,21100223534,118,1.59,0.711
29,21100223534,118,1.59,0.711
634,21100324714,230,1.59,0.572
147,21100468501,403,1.59,0.924
183,21100468501,403,1.59,0.924
88,21131,137,1.59,0.653
143,21182,758,1.59,0.483
103,21182,758,1.59,0.483
161,21182,758,1.59,0.483
634,21194,387,1.59,0.564
164,21194,387,1.59,0.564
39,21564,241,1.59,0.944
15,21564,241,1.59,0.944
91,22236,776,1.59,1.004
22,22236,776,1.59,1.004
42,22236,776,1.59,1.004
54,22236,776,1.59,1.004
26,22610,219,1.59,0.745
61,22610,219,1.59,0.745
15,22610,219,1.59,0.745
40,23407,297,1.59,0.463
54,23407,297,1.59,0.463
189,23407,297,1.59,0.463
111,23407,297,1.59,0.463
29,23729,445,1.59,0.652
634,24213,1211,1.59,0.908
39,24213,1211,1.59,0.908
2,25712,285,1.59,1.24
96,25712,285,1.59,1.24
189,25825,137,1.59,0.616
245,25825,137,1.59,0.616
32,27365,140,1.59,1.412
45,27365,140,1.59,1.412
28,27365,140,1.59,1.412
124,27365,140,1.59,1.412
634,27521,1686,1.59,0.876
58,27521,1686,1.59,0.876
147,28910,137,1.59,0.796
23,28910,137,1.59,0.796
25,28910,137,1.59,0.796
52,5100154503,412,1.59,0.821
634,78477,156,1.59,0.494
105,78477,156,1.59,0.494
131,78477,156,1.59,0.494
11,120005,571,1.58,0.794
144,120005,571,1.58,0.794
104,120005,571,1.58,0.794
188,12111,106,1.58,0.662
80,12111,106,1.58,0.662
62,130043,239,1.58,0.683
76,13300154705,832,1.58,0.519
55,14300154705,182,1.58,0.552
188,14300154705,182,1.58,0.552
82,14300154705,182,1.58,0.552
640,14320,725,1.58,0.704
79,14320,725,1.58,0.704
148,14320,725,1.58,0.704
23,14320,725,1.58,0.704
160,144643,112,1.58,0.6
43,144643,112,1.58,0.6
11,15220,1819,1.58,1.597
149,15371,155,1.58,0.683
105,15371,155,1.58,0.683
144,15986,1152,1.58,0.908
640,16558,589,1.58,0.576
95,16558,589,1.58,0.576
124,16578,647,1.58,0.678
191,16578,647,1.58,0.678
65,17600155123,5565,1.58,0.57
26,17600155123,5565,1.58,0.57
2,17777,739,1.58,1.059
640,17777,739,1.58,1.059
41,18691,204,1.58,0.651
29,18691,204,1.58,0.651
35,19156,261,1.58,0.791
640,19156,261,1.58,0.791
191,19156,261,1.58,0.791
56,19156,261,1.58,0.791
32,19200156954,274,1.58,0.46
79,19200156954,274,1.58,0.46
144,19400157146,244,1.58,0.649
83,19400157146,244,1.58,0.649
68,19400157146,244,1.58,0.649
29,19500157013,82,1.58,0.419
17,19557,172,1.58,0.577
640,19557,172,1.58,0.577
17,19574,713,1.58,1.113
55,19700201458,232,1.58,0.625
91,19900195075,106,1.58,0.376
42,19916,171,1.58,0.798
70,19916,171,1.58,0.798
79,20526,1360,1.58,0.787
126,20526,1360,1.58,0.787
42,21100218074,41,1.58,0.389
55,21100787508,41,1.58,-
144,21100787508,41,1.58,-
3,24291,783,1.58,1.211
47,24642,4274,1.58,0.401
85,24642,4274,1.58,0.401
35,24642,4274,1.58,0.401
34,24642,4274,1.58,0.401
125,24849,207,1.58,1.856
41,25866,191,1.58,0.676
38,25866,191,1.58,0.676
30,25866,191,1.58,0.676
28,25866,191,1.58,0.676
7,27197,485,1.58,0.777
184,27197,485,1.58,0.777
640,27475,405,1.58,0.646
65,27475,405,1.58,0.646
80,27628,131,1.58,0.676
22,27628,131,1.58,0.676
59,27628,131,1.58,0.676
188,27628,131,1.58,0.676
38,27848,134,1.58,0.603
34,27848,134,1.58,0.603
48,27848,134,1.58,0.603
49,28471,380,1.58,0.76
76,28471,380,1.58,0.76
73,28471,380,1.58,0.76
144,28471,380,1.58,0.76
40,28471,380,1.58,0.76
97,29610,594,1.58,0.838
62,29610,594,1.58,0.838
14,29610,594,1.58,0.838
17,3300147807,1447,1.58,0.812
64,3300147807,1447,1.58,0.812
247,38020,558,1.58,0.805
142,38020,558,1.58,0.805
191,38020,558,1.58,0.805
269,38020,558,1.58,0.805
6,4700151503,626,1.58,1.021
144,4700151503,626,1.58,1.021
640,6300153123,268,1.58,0.526
12,100147313,211,1.57,1.067
46,100147313,211,1.57,1.067
30,100147313,211,1.57,1.067
90,12266,635,1.57,0.979
71,12266,635,1.57,0.979
149,12266,635,1.57,0.979
37,12282,222,1.57,1.219
25,12282,222,1.57,1.219
79,12282,222,1.57,1.219
60,12645,412,1.57,0.742
647,12821,140,1.57,0.994
62,12821,140,1.57,0.994
161,12834,127,1.57,0.95
11,12834,127,1.57,0.95
106,12834,127,1.57,0.95
98,130140,188,1.57,0.833
43,130140,188,1.57,0.833
58,15900154751,207,1.57,0.509
36,15900154751,207,1.57,0.509
79,15900154751,207,1.57,0.509
75,15900154751,207,1.57,0.509
112,15900154751,207,1.57,0.509
54,16690,274,1.57,0.793
28,16690,274,1.57,0.793
76,16690,274,1.57,0.793
191,16808,303,1.57,0.767
23,17478,141,1.57,0.64
43,17478,141,1.57,0.64
149,17478,141,1.57,0.64
647,17578,22,1.57,0.573
46,17800156712,459,1.57,0.553
29,17800156712,459,1.57,0.553
46,18617,168,1.57,1.34
30,18617,168,1.57,1.34
126,18617,168,1.57,1.34
36,19268,176,1.57,0.348
60,19268,176,1.57,0.348
173,19268,176,1.57,0.348
40,19700186871,55,1.57,0.38
173,19700186871,55,1.57,0.38
2,19700201301,193,1.57,0.566
20,19700201301,193,1.57,0.566
43,19700201301,193,1.57,0.566
6,19700201601,333,1.57,0.438
647,19700201601,333,1.57,0.438
198,19700201601,333,1.57,0.438
26,19773,1706,1.57,0.714
106,19773,1706,1.57,0.714
132,19773,1706,1.57,0.714
36,19793,589,1.57,0.799
193,19793,589,1.57,0.799
647,19900192116,262,1.57,0.413
70,19900192116,262,1.57,0.413
44,20270,457,1.57,0.712
85,20270,457,1.57,0.712
132,20270,457,1.57,0.712
647,20766,296,1.57,0.535
149,20766,296,1.57,0.535
165,20766,296,1.57,0.535
58,20766,296,1.57,0.535
69,20766,296,1.57,0.535
5,20766,296,1.57,0.535
126,20928,426,1.57,1.036
27,20928,426,1.57,1.036
79,20928,426,1.57,1.036
647,21100199857,501,1.57,0.658
25,21100199857,501,1.57,0.658
70,21100199857,501,1.57,0.658
161,22076,105,1.57,0.767
106,22076,105,1.57,0.767
193,22560,1228,1.57,0.741
75,22560,1228,1.57,0.741
47,23108,130,1.57,0.939
53,23108,130,1.57,0.939
150,23108,130,1.57,0.939
647,23108,130,1.57,0.939
19,23108,130,1.57,0.939
161,23646,318,1.57,0.804
52,23646,318,1.57,0.804
15,23840,248,1.57,0.666
45,23840,248,1.57,0.666
52,23840,248,1.57,0.666
16,23840,248,1.57,0.666
24,24341,704,1.57,0.643
647,25305,290,1.57,0.403
64,25305,290,1.57,0.403
78,25305,290,1.57,0.403
114,25305,290,1.57,0.403
13,25637,423,1.57,1.012
647,25637,423,1.57,1.012
121,26034,113,1.57,0.515
84,26034,113,1.57,0.515
86,26397,173,1.57,0.488
33,26717,1825,1.57,0.47
34,26717,1825,1.57,0.47
207,26717,1825,1.57,0.47
77,26717,1825,1.57,0.47
60,26717,1825,1.57,0.47
152,26717,1825,1.57,0.47
647,27585,470,1.57,0.946
60,27585,470,1.57,0.946
40,27846,538,1.57,0.711
193,27846,538,1.57,0.711
75,27846,538,1.57,0.711
112,27846,538,1.57,0.711
14,27896,148,1.57,1.109
37,27896,148,1.57,1.109
11,28191,1796,1.57,0.639
647,28191,1796,1.57,0.639
13,28466,199,1.57,1.21
126,28466,199,1.57,1.21
18,29083,1830,1.57,1.116
81,30047,119,1.57,1.452
106,30047,119,1.57,1.452
81,30047,119,1.57,1.452
90,35722,552,1.57,1.212
13,40554,221,1.57,1.192
1,40554,221,1.57,1.192
16,40554,221,1.57,1.192
77,40554,221,1.57,1.192
57,4700151730,465,1.57,0.539
40,4700152871,440,1.57,2.227
52,65469,495,1.57,0.9
24,100147029,125,1.56,0.521
41,100147029,125,1.56,0.521
28,10900153323,109,1.56,1.502
54,10900153323,109,1.56,1.502
34,10900153323,109,1.56,1.502
42,10900153323,109,1.56,1.502
63,10900153323,109,1.56,1.502
151,12104,266,1.56,0.968
164,12104,266,1.56,0.968
33,12160,259,1.56,0.648
78,12160,259,1.56,0.648
61,12160,259,1.56,0.648
82,12160,259,1.56,0.648
37,12300154906,125,1.56,0.634
114,12300154906,125,1.56,0.634
28,13106,170,1.56,0.519
145,13106,170,1.56,0.519
105,13106,170,1.56,0.519
162,13106,170,1.56,0.519
3,13382,165,1.56,0.994
94,13382,165,1.56,0.994
57,13382,165,1.56,0.994
248,13902,232,1.56,0.615
192,13902,232,1.56,0.615
270,13902,232,1.56,0.615
94,14715,349,1.56,0.653
43,14715,349,1.56,0.653
81,14800,98,1.56,0.671
192,14800,98,1.56,0.671
109,14871,311,1.56,0.825
164,16444,128,1.56,1.724
39,16444,128,1.56,1.724
28,16521,658,1.56,0.933
54,16521,658,1.56,0.933
96,16561,225,1.56,0.549
96,17227,259,1.56,0.74
19,17227,259,1.56,0.74
151,17227,259,1.56,0.74
33,17479,251,1.56,0.856
59,17479,251,1.56,0.856
658,17700155407,972,1.56,0.681
129,17700155407,972,1.56,0.681
32,17700155407,972,1.56,0.681
86,17700155407,972,1.56,0.681
45,17700155407,972,1.56,0.681
84,17700156405,133,1.56,0.397
58,17700156405,133,1.56,0.397
63,18300156711,84,1.56,0.978
658,18635,1516,1.56,0.777
25,18635,1516,1.56,0.777
60,18635,1516,1.56,0.777
92,19194,1401,1.56,0.841
658,19194,1401,1.56,0.841
28,19500157074,245,1.56,0.784
4,19500157074,245,1.56,0.784
47,19600161832,1096,1.56,0.445
5,19700166805,181,1.56,0.617
62,19700166805,181,1.56,0.617
48,19700200702,86,1.56,4.501
129,19700200702,86,1.56,4.501
658,19700200725,634,1.56,0.644
7,19900191719,120,1.56,0.522
28,19900191719,120,1.56,0.522
54,19900191719,120,1.56,0.522
47,19900191719,120,1.56,0.522
80,19900191719,120,1.56,0.522
162,19900191845,203,1.56,0.432
99,19900193635,325,1.56,0.486
31,19900193635,325,1.56,0.486
86,20268,1697,1.56,0.805
81,20374,855,1.56,0.969
82,20374,855,1.56,0.969
96,21100242254,543,1.56,0.539
87,21100242254,543,1.56,0.539
61,21100242254,543,1.56,0.539
57,22443,161,1.56,1.055
150,22443,161,1.56,1.055
658,22616,28,1.56,0.929
48,23101,153,1.56,1.168
54,23101,153,1.56,1.168
164,23101,153,1.56,1.168
132,23418,2589,1.56,0.709
